District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date,qn_per_acre
Karimnagar,Jagtial,Groundnut,Local,FAQ,3010,3010,3010,15-02-2023,9
Karimnagar,Jagtial,Groundnut,Local,FAQ,3051,3300,3200,20-02-2024,9
Karimnagar,Jagtial,Groundnut,Local,FAQ,3055,3055,3055,02-03-2023,9
Karimnagar,Jagtial,Groundnut,Local,FAQ,3111,3111,3111,17-02-2023,9
Karimnagar,Jagtial,Groundnut,Local,FAQ,3300,3300,3300,21-02-2024,9
Karimnagar,Jagtial,Groundnut,Local,FAQ,3360,3360,3360,08-06-2023,9
Karimnagar,Jagtial,Groundnut,Local,FAQ,3400,3400,3400,16-02-2024,9
Karimnagar,Jagtial,Groundnut,Local,FAQ,3451,3451,3451,19-02-2024,9
Karimnagar,Jagtial,Groundnut,Local,FAQ,3501,3501,3501,05-03-2024,9
Karimnagar,Jagtial,Groundnut,Local,FAQ,3511,3511,3511,15-07-2023,9
Karimnagar,Jagtial,Groundnut,Local,FAQ,3601,3601,3601,04-03-2024,9
Karimnagar,Choppadandi,Paddy(Dhan)(Common),1001,FAQ,1075,1166,1166,08-05-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),1001,FAQ,1126,1126,1126,07-06-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),1001,FAQ,1451,1451,1451,16-05-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),1001,FAQ,1526,1526,1526,05-07-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),1001,FAQ,1674,1706,1688,06-05-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),1001,FAQ,1676,1676,1676,03-05-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),1001,FAQ,1721,1721,1721,07-11-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),1001,FAQ,1762,1762,1762,28-11-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),1001,FAQ,1818,1818,1818,08-02-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),1001,FAQ,1882,1882,1882,12-12-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),1001,FAQ,1905,1905,1905,24-12-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1133,1158,1158,17-06-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1152,1152,1152,26-07-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1158,1158,1158,24-06-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1176,1176,1176,19-07-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1201,1201,1201,30-09-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1202,1202,1202,28-06-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1212,1212,1212,10-06-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1225,1225,1225,15-07-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1231,1612,1612,04-10-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1266,1266,1266,09-08-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1271,1271,1271,19-01-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1282,1414,1414,09-09-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1285,1285,1285,20-09-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1353,1353,1353,21-01-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1356,1539,1539,11-06-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1382,1382,1382,23-08-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1401,1401,1401,28-01-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1411,1411,1411,25-11-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1421,1421,1421,04-02-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1421,1680,1680,27-09-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1428,1428,1428,16-09-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1489,1489,1489,09-06-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1501,1501,1501,11-12-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1503,1876,1876,24-05-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1520,1806,1806,24-01-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1521,1521,1521,26-08-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1536,1536,1536,10-06-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1552,1656,1656,18-01-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1565,1855,1855,18-06-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1601,1601,1601,17-01-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1609,1609,1609,19-09-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1638,1773,1711,27-05-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1665,2182,2182,30-07-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1688,1688,1688,07-12-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1700,1700,1700,24-03-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1701,1701,1701,13-12-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1701,1701,1701,23-03-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1702,1702,1702,19-03-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1702,1882,1812,02-06-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1711,1711,1711,05-06-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1711,1711,1711,06-12-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1711,1711,1711,15-09-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1718,1718,1718,24-06-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1733,1733,1733,12-08-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1737,1737,1737,01-06-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1758,1758,1758,28-12-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1764,1809,1809,07-06-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1766,2002,2002,04-05-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1802,1802,1802,08-12-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1802,1802,1802,21-02-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1802,1802,1802,22-12-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1802,1855,1855,09-12-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1809,1908,1908,19-06-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1818,2367,2367,09-12-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1822,1926,1926,15-05-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1845,1845,1845,13-06-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1855,1855,1855,21-02-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1866,2007,1881,06-05-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1868,1868,1868,31-05-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1902,1902,1902,19-10-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1902,2016,2016,06-07-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1912,1982,1982,18-05-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1922,2052,2052,04-06-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1926,1926,1926,09-01-2025,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1926,1989,1989,25-05-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1928,1948,1948,21-06-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1931,2052,2052,24-11-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1951,1951,1951,22-06-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1951,1966,1966,14-05-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1956,1962,1956,10-05-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1975,1975,1975,05-07-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1980,1980,1980,31-05-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,1981,2032,2002,03-05-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2006,2006,2006,24-05-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2007,2156,2156,05-06-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2022,2022,2022,01-02-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2022,2022,2022,11-01-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2031,2031,2031,02-12-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2031,2031,2031,03-01-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2051,2051,2051,29-12-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2055,2055,2055,28-02-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2061,2088,2088,03-12-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2066,2066,2066,01-10-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2088,2088,2088,22-06-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2106,2106,2106,16-12-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2106,2106,2106,18-06-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2106,2106,2106,21-08-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2106,2106,2106,28-05-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2112,2112,2112,06-12-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2121,2121,2121,06-01-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2121,2242,2242,17-08-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2129,2129,2129,16-05-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2132,2132,2132,11-09-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2133,2133,2133,12-09-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2151,2151,2151,08-08-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2151,2151,2151,14-08-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2152,2152,2152,31-01-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2158,2158,2158,10-02-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2160,2250,2205,17-11-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2166,2188,2188,27-06-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2172,2172,2172,19-01-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2178,2178,2178,20-11-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2178,2178,2178,22-07-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2182,2212,2212,25-07-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2202,2202,2202,15-07-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2222,2254,2254,10-02-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2223,2312,2312,02-02-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2223,2403,2232,03-01-2025,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2232,2232,2232,30-01-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2241,2241,2241,08-01-2025,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2241,2241,2241,25-11-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2246,2246,2246,26-09-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2256,2256,2256,07-10-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2265,2304,2304,06-01-2025,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2266,2391,2391,04-12-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2268,2352,2340,16-01-2025,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2268,2376,2376,18-12-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2303,2303,2303,12-12-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2304,2304,2304,07-01-2025,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2309,2421,2421,27-12-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2331,2331,2331,20-11-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2331,2331,2331,22-11-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2332,2332,2332,20-01-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2340,2340,2340,04-12-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2340,2340,2340,18-11-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2342,2342,2342,18-01-2025,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2352,2352,2352,21-12-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2355,2355,2355,24-12-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2359,2359,2359,09-01-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2362,2362,2362,19-11-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2373,2403,2373,28-11-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2402,2402,2402,08-02-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2403,2566,2466,18-12-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2421,2463,2421,26-11-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2424,2424,2424,29-11-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2452,2452,2452,20-02-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2453,2453,2453,12-12-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2455,2455,2455,15-03-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2502,2502,2502,08-01-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2503,2503,2503,26-02-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2512,2512,2512,16-12-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2516,2516,2516,30-12-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2535,2535,2535,13-12-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2538,2538,2538,09-01-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2611,2611,2611,11-11-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),B P T,FAQ,2850,2850,2850,24-10-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,1260,1260,1260,27-09-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,1422,1422,1422,08-06-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,1502,1502,1502,24-01-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,1515,1968,1968,28-01-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,1552,1752,1752,17-01-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,1801,1801,1801,24-02-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,1801,2071,2071,15-02-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,1841,1841,1841,03-12-2021,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,1851,1851,1851,08-04-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,1852,1852,1852,03-01-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,1855,1855,1855,23-06-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,1912,1912,1912,19-01-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,1941,1941,1941,14-02-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,1951,1951,1951,31-01-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,1952,1952,1952,12-01-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,1953,1998,1998,12-10-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,1966,1966,1966,20-01-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,1977,1977,1977,09-02-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,1983,1983,1983,03-07-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,2001,2001,2001,21-01-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,2022,2022,2022,22-02-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,2022,2022,2022,24-07-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,2252,2252,2252,06-12-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,2256,2256,2256,06-12-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,2331,2331,2331,31-12-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,2351,2351,2351,24-12-2022,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,2403,2403,2403,31-01-2025,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,2412,2412,2412,28-11-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,2424,2424,2424,23-01-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,2457,2457,2457,17-01-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,2511,2511,2511,08-01-2025,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,2556,2556,2556,20-12-2023,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,2601,2601,2601,20-12-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,2634,2634,2634,13-12-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,2879,2879,2879,09-01-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),HMT,FAQ,2972,2972,2972,29-01-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,1818,2163,2163,15-10-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,1818,2163,2163,18-10-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,1818,2181,2175,09-11-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,1902,2102,2092,07-06-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,1902,2131,2081,19-10-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,1908,2163,2132,14-10-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,1917,2165,2088,16-10-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,1952,2063,2002,29-05-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,1953,2136,2126,18-06-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,1953,2139,2116,19-06-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,1956,2122,2088,05-06-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,1960,2181,2146,11-11-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,1962,2060,2060,26-10-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,1966,2092,2092,08-06-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,1967,2053,2046,27-05-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,1986,2186,2186,24-10-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,1989,2063,2022,28-05-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2001,2001,2001,01-08-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2001,2165,2135,17-10-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2001,2171,2111,23-10-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2007,2106,2088,01-06-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2012,2165,2155,22-10-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2021,2181,2166,12-11-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2022,2336,2275,17-12-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2026,2249,2235,06-12-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2028,2066,2033,30-05-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2028,2106,2082,11-06-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2031,2186,2155,06-11-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2036,2061,2046,31-05-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2052,2110,2106,17-08-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2052,2142,2142,30-09-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2052,2179,2166,08-11-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2065,2189,2136,07-11-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2072,2129,2118,04-06-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2077,2171,2141,13-11-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2077,2177,2155,28-10-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2085,2151,2116,25-10-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2088,2121,2121,14-06-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2088,2145,2106,15-07-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2088,2171,2141,14-11-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2088,2223,2223,12-06-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2089,2186,2151,16-11-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2096,2102,2102,10-06-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2096,2133,2133,19-09-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2101,2142,2121,25-07-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2101,2271,2139,29-11-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2103,2109,2109,20-06-2024,21
Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R. 64,FAQ,2105,2255,2205,04-12-2024,21
